CROPS,SOIL,N,P,K,TEMP,RELATIVE_HUMIDITY,SOIL_PH
sugarcane,brown Loamy soil,173.5,83.9,142.5,22.0,76.8,7.6
sugarcane,clay Loamy soil,161.6,97.2,142.1,23.5,78.0,7.9
sugarcane,black cotton soil,157.4,94.6,144.4,25.7,65.6,7.6
sugarcane,red Loamy soil,199.1,63.0,138.3,21.3,72.7,7.9
sugarcane,brown Loamy soil,164.7,97.7,143.9,24.4,65.0,7.2
sugarcane,clay Loamy soil,152.8,76.7,134.1,25.2,77.2,7.8
sugarcane,black cotton soil,151.0,66.1,138.6,25.6,65.7,7.0
sugarcane,red Loamy soil,198.9,96.5,127.5,22.2,67.7,7.4
sugarcane,brown Loamy soil,196.7,79.4,120.9,22.1,74.4,7.8
sugarcane,clay Loamy soil,189.8,75.0,132.2,25.8,71.5,7.1
sugarcane,black cotton soil,185.9,71.1,133.6,24.7,68.0,6.5
sugarcane,red Loamy soil,197.6,81.4,132.9,25.6,71.1,7.5
sugarcane,brown Loamy soil,160.3,62.4,131.0,22.8,73.3,6.6
sugarcane,clay Loamy soil,155.0,99.5,129.8,21.2,73.3,7.9
sugarcane,black cotton soil,167.4,93.4,129.2,26.0,77.9,7.7
sugarcane,red Loamy soil,152.4,62.7,136.6,26.8,68.3,6.7
sugarcane,brown Loamy soil,162.6,96.0,123.1,24.4,78.5,6.9
sugarcane,clay Loamy soil,168.6,82.5,132.8,22.3,72.7,7.2
sugarcane,black cotton soil,182.6,64.0,127.5,26.0,71.8,6.7
sugarcane,red Loamy soil,189.5,64.0,126.9,21.7,75.0,7.0
sugarcane,brown Loamy soil,184.9,89.3,128.0,26.6,76.7,7.4
sugarcane,clay Loamy soil,165.2,78.9,147.8,24.6,79.0,7.0
sugarcane,black cotton soil,164.0,70.8,126.1,25.7,65.6,7.5
sugarcane,red Loamy soil,191.5,77.7,140.2,23.0,66.8,7.3
sugarcane,brown Loamy soil,159.5,66.3,137.9,22.1,74.6,7.9
sugarcane,clay Loamy soil,191.5,86.5,127.6,21.2,73.6,7.5
sugarcane,black cotton soil,166.0,84.3,120.5,22.2,71.2,6.7
sugarcane,red Loamy soil,191.1,70.8,127.5,24.6,72.4,7.3
sugarcane,brown Loamy soil,182.3,90.5,133.0,21.7,69.4,7.2
sugarcane,clay Loamy soil,151.8,85.1,131.0,26.7,76.7,7.1
sugarcane,black cotton soil,188.4,92.5,146.1,22.3,71.0,7.9
sugarcane,red Loamy soil,181.7,98.4,133.9,21.4,66.6,7.7
sugarcane,brown Loamy soil,185.7,90.1,140.5,24.4,76.7,7.8
sugarcane,clay Loamy soil,180.7,64.6,129.1,25.8,75.9,7.2
sugarcane,black cotton soil,152.5,88.4,124.7,23.3,75.9,7.6
sugarcane,red Loamy soil,179.0,87.7,140.6,26.5,70.7,7.9
sugarcane,brown Loamy soil,182.8,93.9,125.8,24.8,79.9,7.2
sugarcane,clay Loamy soil,183.8,75.5,135.1,26.6,70.9,7.8
sugarcane,black cotton soil,160.3,88.6,120.9,25.9,73.4,6.8
sugarcane,red Loamy soil,154.7,66.5,137.7,24.3,79.9,6.7
sugarcane,brown Loamy soil,186.9,79.3,131.7,24.9,76.7,7.0
sugarcane,clay Loamy soil,160.9,80.5,142.1,26.9,80.0,7.1
sugarcane,black cotton soil,164.8,63.3,149.7,22.7,74.0,7.3
sugarcane,red Loamy soil,180.9,69.2,149.9,22.9,78.1,7.5
sugarcane,brown Loamy soil,153.8,82.7,128.4,23.7,68.4,6.8
sugarcane,clay Loamy soil,172.5,60.5,127.1,26.8,68.7,7.8
sugarcane,black cotton soil,187.7,90.8,143.5,23.4,73.2,7.8
sugarcane,red Loamy soil,198.8,96.6,144.3,22.2,66.4,6.6
sugarcane,brown Loamy soil,158.1,94.2,133.6,25.6,67.0,6.7
sugarcane,clay Loamy soil,157.1,82.9,122.9,24.6,70.6,7.1
sugarcane,black cotton soil,170.1,81.7,134.0,27.0,74.6,7.8
sugarcane,red Loamy soil,151.1,89.6,120.4,26.3,65.7,6.8
sugarcane,brown Loamy soil,173.0,66.3,131.3,25.9,71.8,7.3
sugarcane,clay Loamy soil,190.9,65.8,132.9,26.4,74.7,6.7
sugarcane,black cotton soil,173.2,79.8,131.3,21.8,78.8,6.5
sugarcane,red Loamy soil,186.0,96.3,138.9,24.2,77.3,6.7
sugarcane,brown Loamy soil,162.3,88.9,123.1,23.6,65.4,7.4
sugarcane,clay Loamy soil,150.0,68.4,130.7,24.9,74.2,7.8
sugarcane,black cotton soil,165.7,72.3,139.8,24.4,66.1,6.5
sugarcane,red Loamy soil,177.9,93.2,125.8,22.3,68.7,7.3
sugarcane,brown Loamy soil,188.3,60.7,134.9,22.6,78.0,6.6
sugarcane,clay Loamy soil,173.0,65.0,145.7,21.4,65.3,6.8
sugarcane,black cotton soil,193.9,78.6,129.2,25.2,68.9,7.3
sugarcane,red Loamy soil,164.0,68.5,148.5,25.8,76.5,7.9
sugarcane,brown Loamy soil,163.8,98.3,146.0,24.4,71.7,7.9
sugarcane,clay Loamy soil,198.4,76.6,122.6,21.4,68.1,7.3
sugarcane,black cotton soil,196.1,77.2,124.6,26.0,75.5,7.6
sugarcane,red Loamy soil,166.7,73.1,138.2,24.5,77.9,7.5
sugarcane,brown Loamy soil,155.6,76.0,126.4,23.2,70.2,6.6
sugarcane,clay Loamy soil,157.6,77.9,131.0,26.7,76.5,7.4
sugarcane,black cotton soil,156.9,96.1,142.3,21.6,70.0,7.4
sugarcane,red Loamy soil,168.7,87.8,125.0,22.4,76.5,7.6
sugarcane,brown Loamy soil,183.1,83.5,145.2,24.2,71.7,7.4
sugarcane,clay Loamy soil,183.6,83.2,127.6,24.7,71.4,7.9
sugarcane,black cotton soil,181.1,63.5,128.3,26.8,72.8,7.5
sugarcane,red Loamy soil,172.7,90.5,129.1,21.3,66.7,7.6
sugarcane,brown Loamy soil,179.8,82.1,128.2,22.4,76.1,8.0
sugarcane,clay Loamy soil,163.1,97.0,129.3,26.2,77.0,7.1
sugarcane,black cotton soil,153.7,89.2,136.5,25.9,65.3,7.6
sugarcane,red Loamy soil,189.0,70.3,142.7,25.0,78.7,7.2
sugarcane,brown Loamy soil,165.7,82.5,143.0,23.5,67.2,7.2
sugarcane,clay Loamy soil,160.1,75.3,143.1,25.6,74.8,6.6
sugarcane,black cotton soil,194.4,95.4,132.7,24.7,74.4,7.5
sugarcane,red Loamy soil,190.2,72.8,135.3,21.8,75.1,7.7
sugarcane,brown Loamy soil,181.3,72.4,142.9,21.8,69.6,7.6
sugarcane,clay Loamy soil,186.2,63.8,128.3,24.2,68.0,6.9
sugarcane,black cotton soil,193.3,84.3,127.0,21.5,78.2,7.6
sugarcane,red Loamy soil,166.4,73.6,147.0,26.8,66.1,7.6
sugarcane,brown Loamy soil,187.7,70.6,142.1,21.1,70.0,7.6
sugarcane,clay Loamy soil,184.0,98.5,133.1,24.4,66.7,7.0
sugarcane,black cotton soil,168.3,61.6,130.7,24.5,72.6,6.5
sugarcane,red Loamy soil,169.1,95.5,147.8,22.8,66.8,6.9
sugarcane,brown Loamy soil,159.9,93.6,120.8,25.3,72.8,7.2
sugarcane,clay Loamy soil,168.0,70.4,133.8,22.6,76.2,7.7
sugarcane,black cotton soil,177.8,80.6,144.6,21.3,76.8,7.2
sugarcane,red Loamy soil,162.4,94.7,147.4,24.2,67.7,7.5
sugarcane,brown Loamy soil,157.3,84.6,127.8,21.9,71.8,6.8
sugarcane,clay Loamy soil,154.2,71.5,130.3,22.4,69.2,6.8
sugarcane,black cotton soil,177.4,71.5,147.5,23.7,73.5,7.8
sugarcane,red Loamy soil,177.3,71.2,134.9,24.9,77.0,7.8
sugarcane,brown Loamy soil,171.4,66.3,143.3,22.9,71.9,7.8
sugarcane,clay Loamy soil,194.3,85.6,134.7,23.2,77.6,7.1
sugarcane,black cotton soil,155.5,84.6,135.8,22.1,70.9,7.7
sugarcane,red Loamy soil,150.3,90.4,146.6,25.3,65.1,7.9
sugarcane,brown Loamy soil,163.0,93.0,135.6,25.0,76.8,7.5
sugarcane,clay Loamy soil,163.6,71.0,136.7,21.1,71.8,7.9
sugarcane,black cotton soil,173.7,73.1,145.5,26.5,75.5,7.5
sugarcane,red Loamy soil,183.0,91.5,139.6,26.4,69.9,7.5
sugarcane,brown Loamy soil,160.0,82.7,125.0,25.1,73.8,7.2
sugarcane,clay Loamy soil,194.4,77.1,146.3,22.2,76.2,7.3
sugarcane,black cotton soil,183.5,81.9,133.6,23.3,69.5,6.7
sugarcane,red Loamy soil,193.2,72.5,120.6,24.8,75.1,6.9
sugarcane,brown Loamy soil,169.7,71.1,142.9,22.9,68.8,7.2
sugarcane,clay Loamy soil,195.1,91.8,126.1,21.6,73.0,7.4
sugarcane,black cotton soil,150.1,63.5,134.5,26.2,75.1,8.0
sugarcane,red Loamy soil,180.5,65.3,139.1,21.6,70.8,7.7
sugarcane,brown Loamy soil,159.7,76.6,132.2,24.0,65.1,7.3
sugarcane,clay Loamy soil,177.8,99.7,148.5,24.6,66.0,7.3
sugarcane,black cotton soil,187.4,87.0,144.4,26.5,70.1,7.2
sugarcane,red Loamy soil,174.9,96.9,129.3,23.3,69.1,6.6
sugarcane,brown Loamy soil,155.8,80.0,143.7,26.4,79.6,7.2
sugarcane,clay Loamy soil,184.1,92.6,132.4,22.1,79.5,7.5
sugarcane,black cotton soil,160.9,64.0,141.7,23.9,79.5,7.6
sugarcane,red Loamy soil,182.7,85.4,128.6,23.8,71.0,7.1
sugarcane,brown Loamy soil,179.2,80.8,146.0,26.3,70.6,7.8
sugarcane,clay Loamy soil,187.2,95.6,129.1,24.7,70.4,8.0
sugarcane,black cotton soil,171.1,70.4,137.0,25.2,66.5,7.1
sugarcane,red Loamy soil,197.8,95.0,126.8,26.1,79.2,7.2
sugarcane,brown Loamy soil,156.0,98.0,132.7,24.2,77.1,7.4
sugarcane,clay Loamy soil,183.7,98.3,142.3,23.2,77.2,6.6
sugarcane,black cotton soil,178.1,97.2,125.1,24.6,73.2,7.7
sugarcane,red Loamy soil,189.3,82.8,147.5,21.3,66.4,7.2
sugarcane,brown Loamy soil,196.8,65.2,138.3,24.7,67.9,7.6
sugarcane,clay Loamy soil,181.9,87.9,139.1,23.0,79.0,7.9
sugarcane,black cotton soil,190.7,84.2,124.4,21.4,69.0,7.6
sugarcane,red Loamy soil,188.9,82.9,139.4,23.7,76.4,7.6
sugarcane,brown Loamy soil,194.4,78.8,133.6,21.6,79.8,7.8
sugarcane,clay Loamy soil,167.6,92.6,138.3,23.1,65.5,8.0
sugarcane,black cotton soil,183.0,65.2,147.7,22.8,77.9,7.0
sugarcane,red Loamy soil,168.3,91.6,137.9,26.3,66.4,8.0
sugarcane,brown Loamy soil,195.0,63.4,139.3,25.3,67.1,6.6
sugarcane,clay Loamy soil,159.7,78.3,143.0,21.9,74.4,6.6
sugarcane,black cotton soil,167.3,82.8,121.7,21.8,71.7,7.3
sugarcane,red Loamy soil,178.2,66.0,138.0,23.5,76.2,7.7
sugarcane,brown Loamy soil,161.4,77.3,143.5,21.1,76.0,6.7
sugarcane,clay Loamy soil,182.9,90.8,143.0,24.1,68.2,7.4
sugarcane,black cotton soil,162.0,62.1,127.9,26.3,70.1,7.4
sugarcane,red Loamy soil,174.2,73.1,123.6,25.8,75.9,6.9
sugarcane,brown Loamy soil,177.3,96.8,148.5,24.0,69.0,6.7
sugarcane,clay Loamy soil,191.5,72.4,131.7,26.0,72.9,6.9
sugarcane,black cotton soil,196.1,77.5,136.4,24.7,74.1,7.2
sugarcane,red Loamy soil,167.1,75.8,122.4,25.3,70.2,6.9
sugarcane,brown Loamy soil,157.9,90.1,133.9,25.1,72.7,6.8
sugarcane,clay Loamy soil,191.0,73.9,133.4,21.8,75.6,7.9
sugarcane,black cotton soil,150.1,60.9,137.0,23.2,75.4,7.7
sugarcane,red Loamy soil,178.1,73.2,128.4,24.6,73.8,7.6
sugarcane,brown Loamy soil,174.4,90.6,143.6,22.9,71.2,7.8
sugarcane,clay Loamy soil,163.4,66.5,145.0,23.8,79.9,7.2
sugarcane,black cotton soil,172.0,72.2,133.8,26.7,72.0,7.8
sugarcane,red Loamy soil,171.4,86.3,122.1,21.5,67.1,7.1
sugarcane,brown Loamy soil,159.9,94.3,142.0,25.8,77.9,7.4
sugarcane,clay Loamy soil,172.1,64.4,143.7,21.4,78.4,7.7
sugarcane,black cotton soil,175.3,82.7,138.4,26.9,78.4,7.2
sugarcane,red Loamy soil,155.9,66.1,144.8,21.8,71.8,6.7
sugarcane,brown Loamy soil,192.8,89.2,133.1,26.3,76.5,7.8
sugarcane,clay Loamy soil,167.0,97.6,138.4,23.1,77.1,6.5
sugarcane,black cotton soil,161.2,89.8,121.0,25.1,68.3,7.5
sugarcane,red Loamy soil,161.8,77.3,135.7,24.9,73.8,7.4
sugarcane,brown Loamy soil,166.0,81.0,147.7,25.8,71.5,7.3
sugarcane,clay Loamy soil,187.5,70.6,120.9,22.0,67.8,6.8
sugarcane,black cotton soil,195.1,74.2,128.6,23.9,74.9,7.3
sugarcane,red Loamy soil,197.2,90.6,145.0,26.9,74.8,7.4
sugarcane,brown Loamy soil,153.7,94.5,132.6,21.6,70.4,7.7
sugarcane,clay Loamy soil,183.7,65.8,140.6,21.6,72.4,6.5
sugarcane,black cotton soil,151.0,79.1,124.5,22.0,67.0,7.9
sugarcane,red Loamy soil,169.0,62.4,123.1,24.3,69.7,7.0
sugarcane,brown Loamy soil,160.5,68.0,134.1,26.4,76.3,7.9
sugarcane,clay Loamy soil,170.8,84.1,133.3,24.6,70.4,6.7
sugarcane,black cotton soil,199.0,92.8,127.3,23.3,69.7,7.9
sugarcane,red Loamy soil,160.6,74.4,136.1,26.5,77.1,6.9
sugarcane,brown Loamy soil,152.5,66.5,123.2,26.6,71.8,7.6
sugarcane,clay Loamy soil,175.8,64.3,147.7,25.5,68.6,6.6
sugarcane,black cotton soil,152.5,83.6,129.0,25.6,76.9,7.3
sugarcane,red Loamy soil,191.1,81.2,128.0,25.5,71.4,7.4
sugarcane,brown Loamy soil,189.7,83.9,121.3,25.8,65.1,6.6
sugarcane,clay Loamy soil,192.6,94.1,131.9,23.1,66.1,7.6
sugarcane,black cotton soil,177.8,92.0,140.4,26.7,78.7,7.9
sugarcane,red Loamy soil,162.7,80.8,130.4,24.9,70.9,7.9
sugarcane,brown Loamy soil,188.8,73.8,128.7,24.7,65.3,6.7
sugarcane,clay Loamy soil,175.7,63.5,139.5,25.5,73.8,7.8
sugarcane,black cotton soil,158.8,66.9,128.2,26.8,67.3,7.8
sugarcane,red Loamy soil,156.8,81.3,124.6,21.7,70.8,6.8
sugarcane,brown Loamy soil,166.1,89.5,135.5,22.9,71.5,7.6
sugarcane,clay Loamy soil,164.0,67.2,140.6,25.1,72.6,7.7
sugarcane,black cotton soil,173.8,97.9,120.4,22.4,73.6,7.7
sugarcane,red Loamy soil,164.7,71.3,149.4,23.2,73.8,6.5
sugarcane,brown Loamy soil,167.3,64.6,144.2,26.7,72.2,7.8
sugarcane,clay Loamy soil,193.2,97.4,124.1,21.5,78.3,6.9
sugarcane,black cotton soil,158.4,74.4,137.8,24.5,68.7,6.6
sugarcane,red Loamy soil,157.9,89.6,144.7,24.9,79.7,6.5
sugarcane,brown Loamy soil,160.4,97.6,125.7,25.3,66.3,7.5
sugarcane,clay Loamy soil,156.2,82.6,140.5,25.7,78.6,7.4
sugarcane,black cotton soil,188.1,71.0,149.2,21.4,68.8,7.7
sugarcane,red Loamy soil,192.3,87.7,131.6,24.8,67.4,7.4
sugarcane,brown Loamy soil,198.0,84.4,137.9,25.3,71.3,7.6
sugarcane,clay Loamy soil,158.6,90.1,148.4,24.1,73.5,7.6
sugarcane,black cotton soil,162.6,94.1,132.9,25.3,71.1,7.0
sugarcane,red Loamy soil,152.8,85.2,131.5,23.9,72.1,6.9
sugarcane,brown Loamy soil,152.0,76.8,120.8,25.7,72.0,7.3
sugarcane,clay Loamy soil,154.2,75.1,125.5,23.1,73.2,7.2
sugarcane,black cotton soil,187.1,86.4,139.0,25.0,76.0,7.2
sugarcane,red Loamy soil,163.8,82.6,132.9,26.0,70.5,6.8
sugarcane,brown Loamy soil,166.7,81.4,149.3,22.8,77.2,7.4
sugarcane,clay Loamy soil,170.7,68.9,127.3,22.4,77.2,7.1
sugarcane,black cotton soil,157.3,71.3,123.5,22.0,78.9,7.9
sugarcane,red Loamy soil,197.8,64.0,139.9,23.2,70.2,7.0
sugarcane,brown Loamy soil,186.1,68.6,129.1,24.0,75.9,6.6
sugarcane,clay Loamy soil,162.2,97.7,127.7,25.8,78.7,7.0
sugarcane,black cotton soil,169.8,64.0,130.3,26.1,73.9,7.0
sugarcane,red Loamy soil,165.1,72.7,139.8,25.9,72.2,8.0
sugarcane,brown Loamy soil,157.2,65.8,135.0,22.8,68.6,7.2
sugarcane,clay Loamy soil,160.5,91.1,141.0,24.9,79.1,6.8
sugarcane,black cotton soil,164.2,97.4,131.8,25.8,67.7,6.8
sugarcane,red Loamy soil,178.8,60.1,143.7,24.3,75.3,7.3
sugarcane,brown Loamy soil,158.5,61.6,127.6,21.4,76.1,6.7
sugarcane,clay Loamy soil,197.7,68.2,123.1,24.4,68.9,7.6
sugarcane,black cotton soil,161.2,81.4,126.5,26.3,74.4,8.0
sugarcane,red Loamy soil,171.7,69.0,141.2,21.2,69.4,7.5
sugarcane,brown Loamy soil,169.8,62.8,136.4,21.0,66.0,7.8
sugarcane,clay Loamy soil,178.6,83.8,125.0,23.8,79.3,6.8
sugarcane,black cotton soil,191.2,74.8,130.0,26.9,76.4,7.2
sugarcane,red Loamy soil,166.4,81.6,137.1,21.0,79.2,7.1
sugarcane,brown Loamy soil,188.9,90.5,148.9,22.6,72.4,6.6
sugarcane,clay Loamy soil,185.2,80.4,147.3,23.0,71.7,7.3
sugarcane,black cotton soil,174.0,65.7,128.3,21.5,79.2,6.6
sugarcane,red Loamy soil,190.2,75.3,123.2,26.8,74.7,8.0
sugarcane,brown Loamy soil,198.9,95.7,120.4,21.9,70.3,6.6
sugarcane,clay Loamy soil,185.5,79.1,146.4,25.2,76.4,6.5
sugarcane,black cotton soil,160.6,90.7,146.0,22.0,68.1,7.5
sugarcane,red Loamy soil,182.0,99.8,143.2,26.2,65.6,7.7
sugarcane,brown Loamy soil,169.4,70.8,123.9,24.9,77.1,7.2
sugarcane,clay Loamy soil,179.6,97.9,130.5,21.9,73.7,7.4
sugarcane,black cotton soil,176.7,87.1,134.4,22.1,70.8,7.2
sugarcane,red Loamy soil,168.1,91.1,141.0,26.0,72.3,7.0
sugarcane,brown Loamy soil,199.5,98.0,138.4,22.7,76.3,7.6
sugarcane,clay Loamy soil,150.0,66.4,125.6,24.8,68.0,7.0
sugarcane,black cotton soil,152.3,72.7,141.7,26.7,77.2,6.8
sugarcane,red Loamy soil,173.8,70.7,146.4,23.4,74.2,7.8
sugarcane,brown Loamy soil,150.3,99.3,121.7,25.1,69.9,7.6
sugarcane,clay Loamy soil,180.0,63.7,127.4,22.9,79.8,6.5
sugarcane,black cotton soil,163.5,67.7,126.9,25.0,72.1,7.4
sugarcane,red Loamy soil,157.5,93.2,124.0,23.5,67.4,7.6
sugarcane,brown Loamy soil,177.0,74.2,130.7,24.7,70.2,6.6
sugarcane,clay Loamy soil,155.3,75.5,120.3,24.7,72.9,8.0
sugarcane,black cotton soil,176.1,88.3,130.7,24.6,73.6,7.9
sugarcane,red Loamy soil,176.3,83.2,126.6,25.4,73.7,6.9
sugarcane,brown Loamy soil,159.2,87.3,147.7,25.2,72.7,7.4
sugarcane,clay Loamy soil,196.7,73.5,127.8,25.5,78.8,7.5
sugarcane,black cotton soil,160.3,92.8,121.6,22.7,66.5,7.7
sugarcane,red Loamy soil,186.1,82.8,123.3,22.3,69.3,7.9
sugarcane,brown Loamy soil,179.9,99.6,127.9,24.1,67.1,7.7
sugarcane,clay Loamy soil,160.6,61.1,138.0,23.2,68.4,7.5
sugarcane,black cotton soil,162.6,86.8,131.0,24.2,72.9,7.5
sugarcane,red Loamy soil,153.4,72.9,135.0,25.1,78.2,6.8
sugarcane,brown Loamy soil,178.4,77.3,124.7,25.8,73.6,7.6
sugarcane,clay Loamy soil,185.2,89.9,142.9,23.4,74.9,6.7
sugarcane,black cotton soil,176.2,87.5,143.0,24.9,68.5,7.2
sugarcane,red Loamy soil,150.0,82.4,128.4,23.6,77.2,7.3
sugarcane,brown Loamy soil,164.5,82.2,137.2,21.3,75.3,7.5
sugarcane,clay Loamy soil,169.1,86.7,146.0,21.1,65.7,8.0
sugarcane,black cotton soil,172.6,77.2,141.9,22.7,74.6,7.3
sugarcane,red Loamy soil,187.0,81.0,126.6,22.1,67.6,6.5
sugarcane,brown Loamy soil,160.9,95.1,127.9,21.3,79.6,7.0
sugarcane,clay Loamy soil,186.4,91.3,133.6,26.3,69.0,7.9
sugarcane,black cotton soil,195.4,79.4,148.3,26.9,72.4,6.8
sugarcane,red Loamy soil,174.3,67.9,134.7,21.4,71.2,6.8
sugarcane,brown Loamy soil,192.4,77.1,140.4,22.7,79.8,6.7
sugarcane,clay Loamy soil,183.8,87.5,144.7,24.7,77.2,7.4
sugarcane,black cotton soil,154.8,87.9,137.8,22.6,78.6,7.9
sugarcane,red Loamy soil,158.2,98.3,129.0,21.4,75.1,6.8
sugarcane,brown Loamy soil,165.9,69.8,133.6,23.8,74.7,6.9
sugarcane,clay Loamy soil,169.4,68.4,139.1,26.0,76.8,7.4
sugarcane,black cotton soil,196.3,86.3,143.8,26.2,70.9,7.6
sugarcane,red Loamy soil,160.2,96.0,138.3,21.2,78.0,7.7
sugarcane,brown Loamy soil,171.6,87.4,127.8,22.0,74.3,7.4
sugarcane,clay Loamy soil,189.8,76.4,144.7,22.8,73.5,7.6
sugarcane,black cotton soil,155.8,88.1,127.6,22.9,69.2,7.2
sugarcane,red Loamy soil,156.8,71.9,133.3,23.2,76.0,7.4
sugarcane,brown Loamy soil,185.9,61.3,134.2,25.8,72.4,6.8
sugarcane,clay Loamy soil,158.3,78.7,127.5,26.1,79.0,6.8
sugarcane,black cotton soil,188.9,93.4,134.5,26.1,72.4,7.0
sugarcane,red Loamy soil,191.3,70.9,124.5,22.2,67.6,6.6
sugarcane,brown Loamy soil,176.5,60.2,130.8,25.8,66.9,7.8
sugarcane,clay Loamy soil,172.4,77.5,149.8,25.4,78.4,7.2
sugarcane,black cotton soil,162.7,87.6,131.0,22.8,78.9,7.7
sugarcane,red Loamy soil,197.1,95.4,148.5,22.3,70.6,6.7
sugarcane,brown Loamy soil,166.2,84.1,135.8,24.6,75.8,7.1
sugarcane,clay Loamy soil,176.4,98.0,147.4,26.3,68.2,7.7
sugarcane,black cotton soil,179.0,82.1,143.2,26.5,75.1,7.3
sugarcane,red Loamy soil,159.1,83.6,126.1,26.2,79.5,7.9
sugarcane,brown Loamy soil,159.4,97.0,137.3,26.2,67.4,6.6
sugarcane,clay Loamy soil,153.2,80.0,125.7,23.7,70.6,6.6
sugarcane,black cotton soil,159.9,67.1,130.6,23.1,68.7,6.5
sugarcane,red Loamy soil,160.6,71.1,122.0,22.2,65.0,7.6
sugarcane,brown Loamy soil,152.8,78.8,120.3,21.4,67.4,7.6
sugarcane,clay Loamy soil,154.0,85.6,138.2,21.5,71.2,7.3
sugarcane,black cotton soil,194.2,80.3,138.5,23.5,79.7,7.1
sugarcane,red Loamy soil,154.7,66.0,134.9,21.2,77.3,8.0
sugarcane,brown Loamy soil,195.9,89.9,147.1,25.2,70.1,6.8
sugarcane,clay Loamy soil,169.9,68.3,140.4,26.9,66.3,7.9
sugarcane,black cotton soil,156.0,73.9,135.6,24.6,74.0,7.6
sugarcane,red Loamy soil,153.2,88.9,148.3,23.3,67.1,7.6
sugarcane,brown Loamy soil,174.5,85.5,131.2,26.8,78.9,7.6
sugarcane,clay Loamy soil,185.8,71.3,123.0,23.4,73.3,6.7
sugarcane,black cotton soil,183.5,70.5,128.6,22.0,76.0,7.8
sugarcane,red Loamy soil,195.5,69.7,128.2,22.7,75.6,7.5
sugarcane,brown Loamy soil,196.4,77.7,139.1,24.0,77.3,6.6
sugarcane,clay Loamy soil,153.2,88.0,134.7,26.1,77.8,6.7
sugarcane,black cotton soil,198.7,79.7,128.7,24.4,79.0,7.1
sugarcane,red Loamy soil,194.6,88.2,149.0,25.7,69.0,7.9
sugarcane,brown Loamy soil,159.6,85.9,148.3,25.6,75.6,6.9
sugarcane,clay Loamy soil,197.5,85.9,123.0,23.4,71.3,7.3
sugarcane,black cotton soil,199.9,91.9,133.6,24.9,68.3,6.5
sugarcane,red Loamy soil,164.2,64.0,140.2,25.6,76.4,7.9
sugarcane,brown Loamy soil,190.1,72.6,120.4,25.5,73.9,7.7
sugarcane,clay Loamy soil,191.5,82.0,141.6,23.8,75.8,7.3
sugarcane,black cotton soil,190.4,97.6,125.9,22.3,72.6,7.4
sugarcane,red Loamy soil,188.3,71.4,133.5,24.7,73.2,7.0
sugarcane,brown Loamy soil,180.3,72.1,136.2,24.0,74.9,7.1
sugarcane,clay Loamy soil,165.1,69.5,148.4,25.4,65.9,7.0
sugarcane,black cotton soil,188.4,82.4,137.7,21.7,76.9,7.6
sugarcane,red Loamy soil,181.2,89.6,146.4,26.6,72.0,7.1
sugarcane,brown Loamy soil,179.8,97.5,131.9,22.8,65.7,6.9
sugarcane,clay Loamy soil,195.2,86.1,127.9,21.5,78.1,7.7
sugarcane,black cotton soil,173.8,67.6,134.6,22.2,76.0,7.0
sugarcane,red Loamy soil,156.7,73.8,142.6,24.7,66.3,7.6
sugarcane,brown Loamy soil,161.5,60.8,148.8,24.7,79.1,6.9
sugarcane,clay Loamy soil,190.9,68.2,144.5,25.6,68.8,7.6
sugarcane,black cotton soil,192.6,72.1,133.6,24.5,67.7,6.6
sugarcane,red Loamy soil,169.8,81.1,140.0,24.6,75.0,6.9
sugarcane,brown Loamy soil,198.2,95.1,120.2,23.6,71.9,7.7
sugarcane,clay Loamy soil,169.0,96.7,146.5,26.7,67.6,6.8
sugarcane,black cotton soil,191.5,95.0,131.7,23.9,78.0,6.6
sugarcane,red Loamy soil,165.2,97.1,146.0,22.7,65.8,7.2
sugarcane,brown Loamy soil,191.3,78.7,138.3,25.8,67.7,7.9
sugarcane,clay Loamy soil,161.9,72.6,142.7,25.5,67.3,6.5
sugarcane,black cotton soil,174.6,60.8,130.1,25.4,68.6,7.7
sugarcane,red Loamy soil,153.2,69.0,142.1,21.2,73.5,7.4
sugarcane,brown Loamy soil,160.8,62.8,146.9,24.1,74.2,7.2
sugarcane,clay Loamy soil,180.0,85.9,149.5,24.0,76.7,6.6
sugarcane,black cotton soil,151.7,62.4,124.1,23.6,67.5,8.0
sugarcane,red Loamy soil,174.7,71.2,122.9,24.2,68.7,7.9
sugarcane,brown Loamy soil,191.8,73.9,123.0,26.3,66.0,7.9
sugarcane,clay Loamy soil,174.1,69.1,146.4,21.6,76.6,7.0
sugarcane,black cotton soil,154.3,76.4,122.4,25.0,74.5,7.9
sugarcane,red Loamy soil,154.1,78.1,137.9,22.8,75.1,7.3
sugarcane,brown Loamy soil,152.0,80.3,146.9,22.7,69.0,7.0
sugarcane,clay Loamy soil,196.7,77.0,122.7,26.9,75.6,6.8
sugarcane,black cotton soil,187.4,77.1,148.1,21.3,68.6,6.9
sugarcane,red Loamy soil,160.9,94.6,129.9,21.4,65.7,6.6
sugarcane,brown Loamy soil,171.2,92.4,122.8,26.2,73.4,7.8
sugarcane,clay Loamy soil,198.6,91.9,141.9,25.3,65.2,6.7
sugarcane,black cotton soil,166.6,62.1,143.4,26.0,73.0,7.1
sugarcane,red Loamy soil,164.2,89.4,133.5,22.2,79.0,7.8
