CROPS,TYPE_OF_CROP,SOIL,SEASON,SOWN,HARVESTED,WATER_SOURCE,SOIL_PH,SOIL_PH_HIGH,CROPDURATION,CROPDURATION_MAX,TEMP,MAX_TEMP,WATERREQUIRED,WATERREQUIRED_MAX,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_MAX,N,N_MAX,P,P_MAX,K,K_MAX
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.2,8.5,124.1,160,24.6,26,500,500,88.9,100,78.1,80,24.8,40,37.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,133.7,160,24.6,26,500,500,85.2,100,45.7,80,24,40,33.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.3,8.5,149.3,160,24.6,26,500,500,84.4,100,68.4,80,37.9,40,24.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.1,8.5,151.6,160,22.8,26,500,500,81.6,100,64,80,26.8,40,34.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.7,8.5,143.3,160,23.2,26,500,500,90,100,77,80,28.8,40,39.8,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.4,8.5,145.3,160,23.1,26,500,500,96.9,100,66.6,80,33.2,40,37.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,123.4,160,23.9,26,500,500,96.9,100,73,80,23.8,40,23.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,125.4,160,23.5,26,500,500,94.3,100,61.2,80,20.1,40,35.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.3,8.5,159.8,160,22.6,26,500,500,88.3,100,68,80,36.4,40,32.3,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.8,8.5,153.9,160,24.2,26,500,500,85.2,100,41.3,80,27.3,40,27.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8,8.5,124.9,160,25.3,26,500,500,93.6,100,59.6,80,32.3,40,29.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,152.5,160,25.9,26,500,500,98.6,100,62.9,80,21.3,40,33.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,132,160,24.2,26,500,500,98.1,100,41.7,80,25.4,40,25.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7,8.5,159.8,160,25.9,26,500,500,99.8,100,66.1,80,39,40,37.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.2,8.5,159.8,160,23.3,26,500,500,87,100,67.9,80,32.2,40,34.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,121.8,160,22.9,26,500,500,96.5,100,71,80,25.8,40,38.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.6,8.5,138.5,160,22.8,26,500,500,99.4,100,54,80,26.7,40,38.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.7,8.5,130.3,160,22.4,26,500,500,89.3,100,41.9,80,31.7,40,22.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.4,8.5,122.8,160,22.9,26,500,500,83,100,52.6,80,32.5,40,31.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.9,8.5,139,160,25.6,26,500,500,93.6,100,61,80,39.8,40,21.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.8,8.5,122.4,160,23.9,26,500,500,92.9,100,48.6,80,30,40,34.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.8,8.5,135.4,160,23.8,26,500,500,93.1,100,78.7,80,21.5,40,31.4,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.3,8.5,127.3,160,24.9,26,500,500,98.1,100,70.2,80,24.3,40,25.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.8,8.5,132.9,160,22.8,26,500,500,87.3,100,57.5,80,39.5,40,22.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6,8.5,156.9,160,24,26,500,500,92.2,100,61.8,80,27.7,40,24.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.2,8.5,143.6,160,24,26,500,500,93.9,100,69.3,80,24.6,40,25.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.6,8.5,141.4,160,25.2,26,500,500,97.3,100,59,80,39.1,40,27.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.1,8.5,150.8,160,22.8,26,500,500,99.8,100,44.2,80,31.9,40,26.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.9,8.5,140.8,160,22.6,26,500,500,84.5,100,56.9,80,38.3,40,39.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.4,8.5,133.1,160,24.4,26,500,500,85.4,100,55.5,80,21.2,40,29.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.2,8.5,148.5,160,22.6,26,500,500,98.6,100,76.4,80,25.7,40,23.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,135.6,160,25.8,26,500,500,85.1,100,61.8,80,32,40,29.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6,8.5,158.3,160,24.9,26,500,500,85.5,100,40.6,80,22.8,40,33.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.8,8.5,145.4,160,25.1,26,500,500,84.4,100,59.5,80,35.5,40,36.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.4,8.5,143.2,160,23.1,26,500,500,94.8,100,51.4,80,38.4,40,23.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,142.3,160,22.1,26,500,500,83.2,100,44.1,80,34,40,34.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.4,8.5,140.8,160,24.6,26,500,500,88.8,100,47.6,80,33.4,40,27,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,138.6,160,24.5,26,500,500,98.6,100,45.5,80,35.6,40,27.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,145.9,160,24.8,26,500,500,87.4,100,67.1,80,30.2,40,34.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,152.2,160,23.5,26,500,500,95.4,100,65.9,80,30.9,40,34.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.3,8.5,142.3,160,25.2,26,500,500,80.1,100,79.6,80,39.8,40,38.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.2,8.5,121.3,160,23.1,26,500,500,88.3,100,69.6,80,24.6,40,32,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.7,8.5,122.9,160,25.3,26,500,500,84.2,100,48.1,80,25,40,24.1,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,154.4,160,24.6,26,500,500,92.8,100,65.5,80,39.8,40,20.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,128,160,24.8,26,500,500,84.6,100,42.4,80,38.5,40,33.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.5,8.5,133.4,160,22.8,26,500,500,84.7,100,70.8,80,32.5,40,24.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.7,8.5,158.1,160,23.6,26,500,500,97.9,100,59.4,80,35.4,40,36.9,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.1,8.5,121.4,160,25.7,26,500,500,85,100,62.8,80,24.3,40,27.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.9,8.5,130.4,160,25.9,26,500,500,93.1,100,71.1,80,37.8,40,20.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.5,8.5,148.3,160,24.5,26,500,500,92.1,100,69.9,80,26.2,40,23.1,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.6,8.5,151.8,160,24.9,26,500,500,88.2,100,60.5,80,36.6,40,26.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.8,8.5,131.6,160,25.2,26,500,500,84.5,100,40.6,80,23.1,40,33.6,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.5,8.5,157.3,160,22.6,26,500,500,90.5,100,79.1,80,33,40,31,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,136.9,160,24.4,26,500,500,98.9,100,75.2,80,30.8,40,38.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.5,8.5,143.2,160,22.9,26,500,500,83.5,100,65.5,80,32.5,40,34.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.1,8.5,145.5,160,25.8,26,500,500,94.6,100,68.6,80,27.1,40,28,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,129.9,160,24.1,26,500,500,95.1,100,63.7,80,26.3,40,34.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,134,160,24.1,26,500,500,80.3,100,60.5,80,26.5,40,27.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.9,8.5,149.5,160,22.2,26,500,500,94.5,100,58.8,80,32.2,40,20.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.2,8.5,139,160,23.4,26,500,500,90.3,100,65.6,80,31.5,40,27.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,156.9,160,24.4,26,500,500,98.9,100,64.2,80,22,40,21.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.7,8.5,157,160,24.2,26,500,500,82.8,100,43.4,80,31.8,40,23.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7,8.5,129.6,160,22.4,26,500,500,98.9,100,44.3,80,24.1,40,20.1,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.7,8.5,120.4,160,23.2,26,500,500,83,100,73.4,80,39.3,40,22,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.6,8.5,157.8,160,25.3,26,500,500,80.9,100,66.5,80,37.6,40,28.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.7,8.5,150.2,160,25,26,500,500,95.7,100,52.1,80,23,40,22.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7,8.5,146.2,160,24.1,26,500,500,96.2,100,78.8,80,23.8,40,31.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,144.4,160,25.6,26,500,500,91.9,100,60.1,80,30.9,40,39.2,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,156.1,160,23.9,26,500,500,96.2,100,74.6,80,27,40,31.3,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.7,8.5,124.8,160,24.5,26,500,500,83.4,100,72.4,80,35.1,40,28.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.1,8.5,135.2,160,24.4,26,500,500,89.4,100,43,80,35.3,40,36.1,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,152.5,160,24.9,26,500,500,87.9,100,55.1,80,29.6,40,25.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.3,8.5,157.5,160,23.7,26,500,500,100,100,49.1,80,30.3,40,26.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,126.2,160,22.1,26,500,500,94.8,100,52.9,80,35,40,22.7,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.4,8.5,143.4,160,23.3,26,500,500,94,100,71,80,40,40,22.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.3,8.5,137.6,160,25,26,500,500,89,100,48.4,80,24.5,40,29.1,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8,8.5,124.8,160,23.5,26,500,500,96.2,100,46.1,80,28,40,29,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,155.1,160,24,26,500,500,98.2,100,45.1,80,38.9,40,21.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,135.8,160,24.5,26,500,500,84.9,100,70.3,80,33.8,40,35.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,122.4,160,25.5,26,500,500,89.2,100,47.6,80,34.5,40,21.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.9,8.5,127.1,160,25.5,26,500,500,91.5,100,56.8,80,34,40,27.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.8,8.5,135.4,160,23.6,26,500,500,85.5,100,61.8,80,26.2,40,35.1,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.4,8.5,145.5,160,22.5,26,500,500,95.2,100,65.3,80,32.3,40,37.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.7,8.5,120.7,160,23.1,26,500,500,88.7,100,59.8,80,26.9,40,24.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.2,8.5,147.8,160,23.2,26,500,500,80.6,100,64,80,27,40,37.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6,8.5,123.1,160,24.2,26,500,500,80.2,100,67,80,30.5,40,32.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7,8.5,136.5,160,25.3,26,500,500,94.8,100,44.9,80,36.6,40,24.1,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.1,8.5,138.8,160,22.7,26,500,500,81.7,100,74,80,24.8,40,24.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.8,8.5,127.5,160,23.1,26,500,500,95.2,100,43.5,80,31.1,40,37.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.3,8.5,137.3,160,23.3,26,500,500,85.7,100,64.4,80,26.7,40,27.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.9,8.5,142.9,160,23.1,26,500,500,93.5,100,69.2,80,38.6,40,34.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.8,8.5,142.5,160,24.7,26,500,500,94.1,100,57.7,80,24.7,40,26.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.4,8.5,149.2,160,24.7,26,500,500,98.2,100,53.9,80,25.5,40,21.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.5,8.5,157,160,25.2,26,500,500,81.4,100,73.2,80,22.4,40,27.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,125.2,160,23.1,26,500,500,83.3,100,52,80,25.5,40,38.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6,8.5,130.7,160,24.4,26,500,500,94.8,100,55,80,20.6,40,26.5,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.2,8.5,124.6,160,24.3,26,500,500,80.9,100,46.6,80,22.7,40,26.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.8,8.5,157,160,25.3,26,500,500,89.3,100,49.2,80,35.6,40,30.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.2,8.5,130.6,160,25,26,500,500,81,100,79.8,80,24.9,40,28.1,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.3,8.5,152.8,160,24.5,26,500,500,91.2,100,51.1,80,33,40,37.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.5,8.5,152.9,160,23.3,26,500,500,94,100,60.9,80,28.1,40,20.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.7,8.5,131.3,160,25,26,500,500,97.8,100,50.2,80,21.1,40,33.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,130.7,160,25.2,26,500,500,90,100,74.7,80,36.3,40,23.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,143.7,160,23.7,26,500,500,98,100,57.2,80,35.8,40,27.3,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.6,8.5,123.5,160,24.4,26,500,500,91.5,100,45.4,80,24,40,38.3,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,121.5,160,24.7,26,500,500,99.2,100,73.2,80,38.6,40,26.1,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.8,8.5,146.3,160,25.1,26,500,500,83.3,100,52.6,80,28.1,40,20.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.2,8.5,121.4,160,25.5,26,500,500,85.3,100,55.3,80,37.5,40,30.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.5,8.5,143.1,160,22.9,26,500,500,80.5,100,55.1,80,40,40,31.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.2,8.5,149.4,160,24.5,26,500,500,90.5,100,75.4,80,21.6,40,28,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.7,8.5,131.4,160,22.2,26,500,500,80.6,100,59.7,80,38.4,40,22.2,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.4,8.5,157.8,160,24.4,26,500,500,82.9,100,50.6,80,21.3,40,30.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.6,8.5,148.8,160,23.5,26,500,500,89.8,100,67.6,80,25.5,40,33.7,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.1,8.5,157.5,160,23,26,500,500,99.2,100,62.1,80,25.9,40,34.6,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.7,8.5,127.7,160,22,26,500,500,83.6,100,53,80,36.8,40,24.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8,8.5,144.5,160,23.9,26,500,500,92.6,100,76.1,80,31.3,40,29.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.4,8.5,145.6,160,24.2,26,500,500,84,100,54.8,80,22.8,40,33.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,138.3,160,24.9,26,500,500,87.9,100,53.2,80,27,40,22.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,126,160,22.7,26,500,500,86.2,100,63.4,80,29.7,40,33.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.9,8.5,135.3,160,25.8,26,500,500,91.3,100,78,80,37.6,40,27.2,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,155.5,160,25.7,26,500,500,86.9,100,52.5,80,31.8,40,29.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6,8.5,153.2,160,22.2,26,500,500,80.2,100,79.6,80,29.7,40,39.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.1,8.5,152.7,160,23.5,26,500,500,89.8,100,69.8,80,30.9,40,35.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.7,8.5,121.3,160,23.3,26,500,500,81.5,100,61.7,80,36.7,40,30,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.6,8.5,127.2,160,24.8,26,500,500,95.5,100,48.7,80,20.3,40,29.2,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,132.1,160,25.1,26,500,500,92.1,100,64.9,80,37.7,40,38.1,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,150.2,160,25.5,26,500,500,83.6,100,49,80,39.8,40,33.8,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.5,8.5,124.1,160,25.7,26,500,500,96.3,100,40.8,80,31.9,40,25,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.5,8.5,146.4,160,25.2,26,500,500,95.7,100,53.1,80,26.5,40,32,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,136.3,160,22,26,500,500,84,100,54.5,80,25.2,40,39,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.1,8.5,154.1,160,23.4,26,500,500,92.8,100,76.7,80,33.1,40,34.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.2,8.5,149.5,160,24.3,26,500,500,96.6,100,56,80,34.9,40,20.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.3,8.5,121,160,26,26,500,500,98.4,100,48.8,80,32.7,40,37.1,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.4,8.5,158.1,160,25.2,26,500,500,80.1,100,50.3,80,27.3,40,29.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.1,8.5,137.5,160,25.7,26,500,500,96.8,100,70.7,80,33.4,40,23.4,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,133.6,160,25.4,26,500,500,90.5,100,72.1,80,22.9,40,30.8,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,143.8,160,24.2,26,500,500,94.2,100,63.1,80,24.5,40,33.9,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8,8.5,131,160,22.1,26,500,500,85.1,100,79.7,80,29.9,40,28.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,7.9,8.5,150,160,23.5,26,500,500,90.8,100,77.8,80,23.2,40,21.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6,8.5,135.5,160,24.3,26,500,500,97.3,100,43.3,80,23.8,40,27.9,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.4,8.5,135.4,160,22.3,26,500,500,94.4,100,42.7,80,26,40,31.5,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.7,8.5,127.5,160,25.3,26,500,500,89.9,100,55.4,80,27.7,40,33.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,138.5,160,22.6,26,500,500,97.9,100,65.9,80,31.8,40,30.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.2,8.5,151.5,160,23.2,26,500,500,91.7,100,69.2,80,31,40,28.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.6,8.5,145.2,160,23.7,26,500,500,97.5,100,42.9,80,36,40,27.4,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,7.9,8.5,133.7,160,25.1,26,500,500,92.4,100,57.6,80,39.8,40,27.5,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5,8.5,137.5,160,23.5,26,500,500,86.8,100,52,80,24.7,40,39.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.3,8.5,144.3,160,24.6,26,500,500,97.1,100,43.5,80,23.7,40,37,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6.9,8.5,131.1,160,23.3,26,500,500,88.2,100,65.6,80,27,40,23.3,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.7,8.5,147.6,160,26,26,500,500,96.2,100,55.9,80,21.2,40,30.4,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,137.3,160,24.3,26,500,500,91,100,59.5,80,21.7,40,34.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,8.1,8.5,131.6,160,26,26,500,500,97,100,53.5,80,27.9,40,31.4,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.7,8.5,137.1,160,26,26,500,500,93.2,100,58.2,80,32.1,40,28.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,8.3,8.5,152.4,160,23.9,26,500,500,99.1,100,75,80,22,40,26.9,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5,8.5,150.1,160,22.9,26,500,500,96.8,100,55.7,80,28.1,40,20.7,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,5.4,8.5,153.2,160,22.4,26,500,500,80.6,100,75.4,80,29.5,40,29.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,5.3,8.5,133.7,160,22.3,26,500,500,80.2,100,76.6,80,25.4,40,35.3,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,5.5,8.5,138.7,160,25.5,26,500,500,85.8,100,44,80,34,40,20.8,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,5.5,8.5,130.9,160,24.6,26,500,500,94.6,100,59.3,80,39.9,40,34,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.6,8.5,131.6,160,24.5,26,500,500,85,100,47.7,80,21.5,40,36.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,8.2,8.5,121.5,160,25.2,26,500,500,82.4,100,76.4,80,28.5,40,28.6,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.4,8.5,155.9,160,24.4,26,500,500,81.7,100,57.7,80,28.8,40,32.3,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.3,8.5,121.8,160,23.8,26,500,500,88.9,100,50.5,80,38,40,24.6,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,7.5,8.5,128.9,160,25.4,26,500,500,88.7,100,58.2,80,32.8,40,39,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,6,8.5,140.4,160,22.4,26,500,500,95.3,100,58.6,80,39.5,40,37.8,40
castor,oil seeds,salty clay Loamy soil,kharif,Jul,Oct,rainfed,6.6,8.5,127.1,160,25.5,26,500,500,95.2,100,74.4,80,25,40,27.2,40
castor,oil seeds,Loamy soil,kharif,Jun,Sep,irrigated,6.3,8.5,131,160,25.1,26,500,500,85.9,100,41.8,80,22.2,40,36.3,40
castor,oil seeds,silty Loamy soil,kharif,Jul,Oct,rainfed,6.3,8.5,144.8,160,23.3,26,500,500,98.8,100,50,80,28.8,40,31.7,40
castor,oil seeds,clay Loamy soil,kharif,Jun,Sep,irrigated,7.8,8.5,140.4,160,25.3,26,500,500,96.1,100,67.6,80,23.2,40,34.2,40
